monthly_income_after_tax_and_401k,rent,groceries,entertainment,utilities,healthcare,other,savings
4193,1315,539,248,321,467,218,342
4419,1512,414,223,246,190,237,865
3660,1235,533,361,190,12,428,679
2543,1448,396,263,70,260,246,134
4262,1292,297,218,156,180,143,810
3390,1892,407,195,106,435,171,160
2991,1486,459,147,200,204,240,167
2584,1761,329,185,141,397,230,171
4407,1315,424,76,163,141,207,585
4064,1335,369,214,146,251,209,706
3887,1276,440,212,204,357,177,422
4695,1498,408,248,114,372,95,1063
4319,1415,420,91,240,344,210,725
4808,1391,403,197,119,399,275,798
3304,1314,466,158,86,271,233,643
3983,1671,417,219,156,439,204,1042
3192,1593,365,312,113,336,170,633
3885,1484,405,216,105,373,240,1037
5625,1451,382,185,103,336,171,1282
5823,1180,408,227,138,349,325,818
4023,1290,379,230,178,200,219,457
4312,1427,366,229,192,206,191,1160
4352,1510,410,269,182,246,257,946
5077,1478,403,219,134,63,225,469
3842,1416,453,436,118,241,133,283
3529,1700,379,212,186,270,191,508
4123,1273,301,276,179,293,215,1016
3599,1503,382,260,174,442,220,156
4741,1478,319,246,157,133,162,362
3858,1389,421,239,118,154,234,492
3717,1396,472,315,91,316,0,685
3764,1392,351,254,151,270,212,0
4359,1158,382,158,154,277,233,350
3921,1380,477,212,162,300,316,381
3679,1450,346,187,180,413,222,224
4833,1364,401,303,101,0,143,902
1761,932,429,263,149,695,216,28
4018,983,474,167,136,329,137,683
4326,1136,439,162,195,278,238,0
3184,1278,455,255,202,567,235,301
4240,1147,443,132,159,224,162,189
3472,1429,340,120,111,258,126,349
4411,1538,418,180,132,374,354,671
3519,1567,442,276,74,264,183,608
4346,1367,352,150,180,290,208,465
4553,1517,371,199,133,184,216,864
4431,1187,360,259,186,253,193,1072
4126,1270,439,242,133,323,214,0
3884,1067,397,311,144,133,234,582
3712,1541,384,200,139,404,277,64
4736,1693,336,178,102,241,152,826
3650,1230,397,145,101,476,166,0
3481,866,372,182,209,342,212,16
2896,1109,412,145,127,117,276,462
3602,1170,343,110,90,328,111,444
3525,1035,409,298,229,268,218,932
3278,1094,378,202,138,329,250,826
3759,1341,338,330,164,462,287,716
3959,1432,334,158,159,370,262,875
4122,887,341,179,160,277,178,0
4476,1194,390,161,165,160,255,837
3140,1308,406,168,114,387,275,178
3905,1087,413,244,107,351,269,914
5465,1347,415,228,149,416,257,385
4255,1276,167,244,192,286,183,957
4636,582,453,437,105,330,218,1014
4063,1127,378,255,108,275,188,641
3765,1355,423,150,167,309,183,149
3504,464,392,0,158,537,242,117
3277,382,419,206,154,332,238,877
4333,1304,389,386,154,338,200,1033
4289,1052,420,239,159,250,219,225
4289,971,277,205,149,616,315,101
3936,1326,441,234,132,93,237,296
4703,1267,359,170,143,440,167,1657
3758,1127,312,111,95,198,210,961
4478,1346,351,248,166,367,59,901
3981,1385,453,199,165,434,391,357
1744,1348,392,162,200,265,179,503
4296,1341,405,196,168,439,117,706
4205,1415,347,184,144,227,242,0
4178,1559,403,132,165,307,224,0
2248,1411,349,171,67,127,221,673
3981,1110,356,14,218,113,269,215
5194,1298,380,138,78,493,215,0
4592,1336,422,143,162,442,232,1355
4361,1292,428,248,165,222,334,1318
4056,1659,429,83,189,223,256,773
4504,911,321,123,193,341,177,0
4259,1005,400,279,160,226,211,147
4013,840,390,144,113,420,206,379
3848,1316,323,237,114,486,383,1182
3960,1409,401,213,157,304,198,793
3993,1372,387,232,177,352,258,216
4105,1242,238,249,179,94,200,982
3756,1381,404,109,64,164,37,413
3150,1241,373,160,87,348,187,24
5940,1448,446,221,114,425,207,1160
1977,1521,161,298,92,326,404,574
3975,1899,397,149,160,654,154,235
3477,1242,312,195,142,135,37,276
4237,1275,354,163,216,366,253,280
4145,1585,426,199,164,330,180,389
4479,564,336,103,139,0,262,636
3605,1520,329,275,208,235,192,521
5348,1007,519,201,144,339,208,820
3317,1549,332,246,98,0,236,200
4351,1470,483,12,74,199,332,1051
4259,1935,391,210,166,332,188,0
4248,1483,374,419,169,403,181,194
4001,1812,428,207,168,252,278,260
4207,1115,591,208,111,346,196,269
4802,1641,493,160,123,320,213,664
3857,1192,374,173,200,341,222,682
4069,1435,549,149,144,231,171,377
3457,1522,414,163,131,285,185,266
3566,1461,455,263,192,296,94,146
4049,1420,426,395,119,450,217,1057
4552,1436,490,138,138,190,99,539
3872,1511,409,220,187,160,263,114
3882,1364,411,284,190,600,237,486
3797,1292,416,120,191,331,189,214
3733,1026,393,207,172,355,261,432
4147,1364,442,311,210,364,260,1024
1274,1506,412,163,178,377,185,379
4640,1080,578,311,160,390,150,729
3667,1254,447,238,150,378,413,319
4361,1385,421,218,141,413,276,663
3365,1602,425,219,113,317,223,594
4334,1068,349,22,84,407,198,566
4336,1459,372,69,179,489,195,919
4192,1228,442,240,147,320,195,930
3503,743,471,249,124,348,99,0
4125,1116,303,141,99,242,267,894
3408,1169,236,168,186,284,340,872
3874,2181,285,131,145,335,144,1069
4515,1254,356,210,167,261,181,703
4398,1443,359,244,149,309,169,1644
4008,1793,424,186,139,334,131,427
3513,1439,665,167,187,452,68,0
4323,1387,298,183,158,214,222,0
4010,998,391,315,219,342,227,627
2840,1601,423,260,161,240,50,625
4391,1368,439,237,169,377,341,373
2124,1453,416,216,201,385,203,749
4601,1531,488,199,159,468,205,144
3452,1494,401,155,152,257,147,0
2412,1275,327,147,165,315,189,850
4140,1445,169,172,118,380,181,83
4146,938,403,152,168,366,152,234
3155,1379,529,170,209,0,441,666
3511,1646,445,195,179,231,166,436
5378,701,394,199,160,357,183,712
3847,1483,298,169,109,279,246,443
4365,1655,384,225,72,381,192,274
3675,1438,429,191,165,404,244,842
4278,2298,420,211,119,279,164,432
3915,986,350,163,42,360,119,962
3867,1113,353,235,135,446,212,599
3800,1586,399,173,131,402,263,186
3943,1492,433,280,201,223,260,366
4132,1399,493,189,145,281,220,625
3925,1247,415,195,191,303,213,307
3368,1357,450,230,135,206,215,652
4243,1648,319,357,76,407,82,768
3025,1280,501,246,151,236,213,22
2975,1440,430,289,156,290,351,609
4370,1435,398,233,118,407,278,959
4254,1167,241,197,161,255,196,467
3971,1182,345,174,117,266,214,171
3302,1605,359,193,206,334,143,601
3646,1414,656,274,134,259,251,353
3869,1164,351,131,176,453,209,0
3202,1238,350,159,133,208,208,402
3630,1103,365,189,188,71,342,740
4326,1513,340,158,136,384,221,303
6177,1250,401,180,148,264,312,0
3790,1252,636,290,42,219,0,432
4378,773,558,2,141,13,227,696
3043,964,169,221,106,342,59,657
4330,1293,415,117,128,224,145,1224
3598,709,397,145,77,419,216,220
5569,1243,450,247,166,386,159,681
3876,1190,377,283,116,497,191,580
4660,1158,387,211,130,254,179,569
3563,1356,496,185,148,316,173,0
4314,1098,404,225,152,323,305,556
3860,1332,380,70,162,267,104,1203
3921,1189,372,211,181,340,196,276
3908,1203,307,320,244,348,224,450
3577,1339,372,240,120,348,227,1574
3993,556,436,90,171,267,77,891
3969,1553,443,169,104,279,138,310
4121,829,376,198,103,243,246,141
4042,1509,465,162,164,225,135,353
4399,1148,399,181,189,294,253,0
4462,1143,333,245,131,452,262,400
3475,967,317,199,171,504,265,894
5583,1202,461,153,129,431,92,1253
3407,1253,381,247,141,254,248,341
4294,1315,487,213,124,341,214,877
6268,1439,287,215,169,429,169,1301
3044,1425,192,155,253,284,217,608
4046,1527,249,73,163,261,195,733
3766,1123,365,155,168,487,88,254
3621,1306,347,321,172,326,115,735
4675,1100,373,169,191,305,149,467
3673,1383,462,158,133,293,247,495
3597,1661,517,206,74,271,238,792
4038,1061,201,244,138,353,205,1122
4343,1438,461,362,138,234,140,428
2525,1510,425,242,175,615,143,448
4583,1121,409,155,82,443,179,471
4265,1387,368,203,158,311,285,0
2911,1228,402,278,190,269,153,805
3735,1276,373,121,150,292,144,720
3719,1221,357,430,167,420,47,215
4240,1255,346,150,129,314,252,787
4563,1531,439,28,172,239,180,1144
5275,1284,397,221,147,381,268,399
4266,1180,416,209,133,229,195,644
4074,690,408,311,152,277,182,694
4591,876,422,185,175,323,138,145
5172,1137,387,118,147,219,234,461
4435,1550,376,218,145,121,135,753
4474,1271,359,191,149,345,109,733
4065,1204,329,228,158,81,197,623
3929,1335,239,244,156,207,151,1060
3762,1447,382,198,156,378,164,1001
3587,1566,320,222,113,342,250,648
3656,1210,331,207,146,284,224,194
3325,1214,452,290,188,210,252,696
3962,1255,411,181,167,257,207,151
3158,1506,377,342,186,576,67,191
4095,1311,514,244,162,287,187,393
3982,1304,318,154,157,176,121,316
4073,1268,449,220,193,212,260,753
3739,1035,394,192,137,257,236,739
5538,1742,439,195,135,337,227,166
4680,1022,405,322,202,310,240,958
4567,1280,306,262,177,175,296,681
4116,1528,405,251,142,435,201,0
3696,455,417,227,131,527,198,1370
3493,1177,487,54,119,344,233,458
3330,1505,497,213,29,205,152,324
5764,1441,416,34,285,548,253,441
3659,1142,625,210,85,433,164,259
4484,1130,342,205,299,223,207,781
4497,2156,435,180,171,309,77,245
4687,1473,454,214,119,197,174,632
3574,1516,413,174,152,264,168,133
4238,683,400,235,135,342,0,1146
5340,844,355,99,123,385,226,884
3763,1303,277,268,159,176,191,292
3614,904,374,134,64,225,274,0
4805,1059,429,147,173,394,203,194
4114,1199,358,220,96,432,65,236
4318,1676,428,227,137,223,422,375
3589,1744,358,411,169,396,203,1083
3390,1473,387,215,179,176,240,601
3715,931,542,198,158,270,162,495
3938,1272,365,210,182,186,254,734
3468,1306,433,280,156,259,413,855
3995,1616,428,321,166,491,242,871
3156,1387,386,191,125,295,176,733
3440,1422,458,227,172,272,193,501
4335,650,404,196,111,244,194,966
4302,1117,455,351,119,270,177,0
3804,1352,490,294,127,219,166,904
3491,1375,388,154,200,314,139,447
3486,1101,432,83,139,297,161,291
3813,1372,368,216,163,254,191,714
4322,1056,348,260,167,245,118,902
4464,1303,390,211,261,318,257,1777
3752,1013,332,225,120,227,271,640
3423,1566,353,238,161,276,165,359
4134,1238,276,400,121,255,245,600
3588,1161,374,46,101,79,170,732
3741,1071,436,227,201,386,144,0
4663,1052,415,102,218,117,241,833
4414,1387,493,206,144,123,269,1055
4079,1501,426,121,182,390,191,516
3364,1481,456,198,175,189,237,436
4106,1579,420,175,133,92,51,32
4531,1650,416,252,161,434,157,311
3812,1492,458,212,168,236,229,293
4676,1199,433,224,113,421,85,907
4646,1334,411,190,230,208,205,1037
3068,849,235,253,257,136,178,890
4153,1428,427,120,153,268,225,771
4294,1330,366,155,192,179,209,0
4707,1619,364,264,68,340,171,1324
4224,1151,471,178,197,368,115,146
3749,1403,493,93,167,393,177,556
3776,1099,354,273,191,269,382,257
4119,1278,367,254,163,438,192,540
3355,973,319,67,197,207,83,721
3928,1571,427,19,147,313,242,688
4548,1511,434,283,131,286,0,312
2904,1205,445,263,136,497,164,629
4767,1352,388,277,168,421,101,1597
4561,1308,416,402,112,303,166,712
3770,434,413,206,206,320,106,331
2691,1325,357,180,186,454,242,639
4002,1211,416,137,243,225,192,215
4615,1496,462,225,119,97,289,666
4491,1258,383,229,197,203,304,457
3300,1006,408,183,192,259,144,1045
4294,1284,410,231,197,436,341,660
3897,1323,386,183,164,404,160,357
4041,1406,434,243,155,296,162,416
3636,1467,366,156,163,347,162,0
4874,1316,467,253,169,229,215,572
4520,1401,431,188,85,509,193,810
3630,627,353,241,114,421,183,420
1707,1144,485,142,162,305,296,81
3807,1090,408,252,170,293,164,841
4217,1440,364,118,186,73,124,629
4120,1603,455,188,146,294,213,1428
4627,198,425,129,158,118,261,381
4395,1013,311,70,152,453,177,653
4485,1011,374,218,164,417,68,573
4163,1455,414,191,138,78,156,413
3305,1472,292,130,175,258,166,762
3902,1105,404,174,167,614,231,583
4530,1741,408,222,208,36,170,751
2923,1223,341,182,120,189,280,455
3041,1587,414,190,150,477,79,718
3841,1462,400,180,135,352,122,1178
3485,1108,340,171,147,105,245,256
3938,1216,446,170,124,217,212,543
4155,1646,442,169,134,107,243,805
3672,1031,386,162,106,222,201,691
3882,1994,390,149,203,283,447,921
3530,1060,436,181,136,138,242,334
4560,1265,390,168,161,379,177,615
4927,1687,303,146,139,270,194,1185
3437,1439,424,238,174,275,113,338
4764,1189,359,262,139,220,232,788
3959,1172,381,200,178,409,162,249
3496,1220,473,203,76,421,234,1264
1330,1714,393,165,173,166,214,220
3264,1082,400,253,146,128,193,909
3313,1895,425,422,169,653,252,510
4689,1393,425,192,150,280,327,991
4058,1543,354,174,115,326,254,735
4195,1699,397,217,156,133,171,1021
2890,1107,402,206,175,228,260,673
3401,1358,414,175,158,292,243,407
4444,1563,414,224,107,222,156,535
4143,1245,529,247,157,386,209,964
3926,1132,341,161,166,487,62,1321
4282,1322,335,327,138,246,187,473
4818,975,459,123,60,389,133,432
3889,1256,425,157,135,264,207,124
5601,1536,367,212,112,207,279,1159
4096,1475,483,312,147,229,360,661
5196,1271,290,172,112,377,239,799
2950,2299,366,147,111,591,219,537
4342,1682,459,227,173,255,178,820
3943,1433,381,188,155,186,126,644
5896,333,631,233,165,363,160,1201
3671,924,324,196,133,346,167,820
3976,1577,344,14,136,446,250,882
4356,1349,373,317,131,360,63,673
5556,1627,421,52,135,341,202,917
4404,1032,389,291,136,358,222,290
3576,1268,242,247,120,274,275,312
