monthly_income_after_tax_and_401k,rent,groceries,utilities,transportation,personal_care,healthcare_and_insurance,debt_payments,investments_and_savings,dining_and_going_out,other
3572,1263,366,174,410,105,452,434,0,296,98
3722,1580,394,159,281,137,529,241,211,0,322
4102,1458,249,182,184,124,522,469,315,96,167
3399,1317,408,104,347,163,236,283,905,90,242
3802,1155,409,183,301,130,539,334,424,103,737
4159,1324,372,205,175,105,424,383,500,111,745
3834,1726,430,87,302,91,800,426,102,160,495
3953,1598,305,51,188,58,366,354,172,161,496
3735,1270,373,125,211,141,323,438,734,237,312
3243,1004,359,145,253,117,632,301,360,295,312
4161,1742,345,104,312,86,575,280,435,266,362
4877,1154,311,146,0,109,634,268,447,147,196
4009,1406,412,133,130,104,595,185,223,419,343
4113,988,553,210,358,97,429,20,719,386,397
4346,1976,422,155,270,128,285,404,464,86,305
2100,987,447,157,203,54,425,74,276,269,201
4851,1068,456,143,302,126,546,374,345,136,269
4101,1115,298,187,209,140,509,360,241,259,313
4816,1395,432,165,228,67,504,316,381,289,0
3633,1281,409,195,292,41,462,394,401,215,267
4909,1842,409,97,294,114,382,407,183,281,29
4388,1527,394,138,236,129,664,205,342,449,374
4277,1531,372,172,227,74,561,453,774,99,256
4117,1401,426,174,387,58,552,386,306,280,0
3876,1355,200,178,86,44,348,212,885,288,311
4600,1538,455,162,277,132,482,235,401,93,305
4070,824,375,110,251,97,867,176,294,228,415
3016,1873,298,149,0,139,696,363,522,189,327
3441,1028,406,153,272,17,609,282,741,249,0
3907,923,341,33,177,102,466,51,493,218,0
4155,1146,340,184,152,133,569,245,374,264,340
3972,1070,434,131,328,72,537,262,679,135,280
4609,1539,447,154,200,122,580,311,298,363,271
3024,1318,395,148,241,68,469,146,605,216,361
4072,898,299,171,81,0,210,312,436,323,221
3091,1363,427,204,120,102,416,450,488,2,111
4380,1098,384,169,269,82,691,319,183,300,294
3953,1312,469,167,82,141,621,359,390,203,184
4210,753,498,234,199,100,522,456,724,293,326
3568,1150,325,199,593,142,359,291,528,126,276
4640,1343,524,158,346,120,454,287,347,278,183
4521,1380,322,144,316,73,566,334,654,0,238
4292,1267,373,164,331,107,325,212,372,188,349
3935,1156,451,132,349,75,575,231,107,120,211
4290,1893,364,192,211,135,606,96,355,151,162
3647,1272,359,114,215,144,531,529,425,178,354
3298,1363,315,144,302,48,439,383,487,246,398
4825,1247,333,138,157,117,337,205,379,227,209
4535,558,359,183,275,136,394,402,737,172,358
5146,1266,313,143,284,127,956,219,464,245,404
3027,1365,484,133,302,97,486,571,340,55,236
3353,1337,169,152,293,182,624,306,294,175,310
4286,1278,380,126,153,107,468,255,1184,171,331
4225,614,350,149,122,56,429,219,372,175,332
3065,1192,324,146,255,121,495,421,477,353,261
3419,1213,324,237,433,133,626,308,568,153,224
3858,1515,336,136,178,118,558,806,331,283,383
5466,1110,397,147,226,106,394,196,350,144,523
3395,1318,369,227,272,58,430,253,612,168,276
4194,1048,381,65,210,50,363,295,249,236,286
4126,1453,420,181,299,71,631,410,512,251,209
3903,1193,395,208,303,28,519,221,70,226,267
3622,1774,342,126,366,146,529,357,339,253,167
4524,1343,296,271,121,102,543,334,1134,249,574
4828,808,299,145,225,192,496,443,407,247,171
3758,1040,361,160,315,57,429,350,323,161,505
3694,1372,486,183,247,61,302,120,297,177,243
4246,1503,417,199,222,101,518,199,556,200,480
3821,1390,310,176,219,91,719,204,356,285,443
3930,2013,438,159,213,104,405,255,423,252,321
4370,1782,383,181,332,60,319,432,451,208,325
3045,1398,376,125,331,111,470,646,156,491,260
4659,1091,435,128,271,138,537,303,385,120,409
4036,1505,457,155,217,91,399,278,542,182,260
3794,1172,374,247,264,231,439,123,213,163,388
3955,692,522,141,195,95,376,451,334,266,173
3981,1024,348,144,243,88,504,283,389,216,693
3134,1218,392,91,137,113,536,282,410,292,249
4747,1054,349,222,241,86,464,293,429,374,403
4021,686,401,143,315,81,409,243,488,263,218
4222,1275,369,68,210,132,870,166,578,130,340
4476,1028,431,155,327,45,574,393,495,186,374
3489,1284,452,164,296,103,480,288,376,246,374
4237,1499,465,143,283,68,536,413,417,582,265
3866,1624,402,123,208,154,201,348,558,372,392
4423,942,430,177,446,127,416,351,454,130,203
2936,1144,375,173,165,138,649,413,509,169,297
3950,1042,358,166,162,106,577,560,448,158,420
3699,1371,332,127,505,119,696,430,354,288,369
4216,480,310,132,268,106,300,780,197,90,231
4235,1512,297,139,431,83,659,329,329,264,582
3646,1541,444,138,304,83,494,426,438,120,376
3644,1464,382,169,200,121,597,225,367,200,438
3945,1157,385,138,249,75,368,358,351,141,236
3552,1169,434,122,232,53,117,428,334,72,388
3266,1209,206,163,275,69,593,395,443,153,211
3815,1521,389,221,325,102,595,292,477,93,361
2547,960,479,126,204,80,470,346,738,200,351
2236,1377,386,129,265,128,491,267,407,245,367
3481,1113,334,146,323,108,454,223,517,243,0
3184,1216,383,173,160,93,368,445,621,219,403
5208,1447,465,167,240,100,512,257,549,249,585
4055,997,362,146,222,96,486,256,492,130,267
4664,643,323,137,249,93,460,258,334,176,509
4157,1274,377,213,84,112,368,230,449,177,223
3697,649,330,98,0,85,475,228,541,91,307
4228,1279,287,202,92,65,519,127,281,139,248
3770,1411,590,171,170,122,558,145,250,117,311
3653,1210,452,147,260,76,516,281,433,0,176
3423,1373,421,162,281,137,343,346,175,243,475
3124,1366,445,204,220,95,472,132,860,168,171
3805,1357,380,165,92,87,595,318,310,128,131
4079,1406,468,98,206,72,444,428,461,208,422
3952,1356,369,192,156,91,300,253,350,168,352
3792,1282,400,195,0,110,450,201,412,149,208
3527,1046,358,187,257,76,440,294,314,317,308
4304,1571,330,110,129,122,609,352,0,279,283
3341,1639,368,162,221,67,568,244,391,211,490
4388,1228,511,181,85,127,1004,395,237,0,455
3499,1391,477,150,236,103,529,347,439,167,320
3624,595,439,161,235,86,754,473,449,138,337
3267,1156,379,167,137,112,707,132,523,146,225
3749,1311,377,125,142,148,561,159,505,192,340
4488,1861,619,164,382,216,595,258,537,14,339
4258,1619,401,120,276,111,596,166,355,305,378
4489,1589,636,84,198,128,573,457,469,0,533
4261,1404,372,133,225,87,412,323,213,135,109
3448,1116,385,176,161,81,482,267,135,543,281
3835,1507,439,170,267,121,478,62,265,247,303
3610,732,363,167,241,107,607,329,118,258,196
4665,1378,417,158,305,91,556,279,454,174,347
3402,1520,365,163,327,124,518,222,433,239,437
4447,1330,426,210,351,24,378,356,174,74,263
4446,1003,363,190,314,139,448,702,605,224,346
4915,1015,488,121,234,37,443,368,418,473,384
3795,1620,280,134,148,85,704,381,201,502,211
4356,1268,439,144,228,128,479,445,581,171,478
5141,1590,399,143,246,150,415,5,293,0,89
3691,1504,375,125,280,140,755,524,452,289,441
3232,1603,429,168,208,81,528,480,451,284,398
3060,1495,458,148,160,138,486,472,213,259,0
4356,1438,328,157,269,46,648,279,601,233,396
3058,1573,407,99,168,72,619,229,779,251,156
3814,1311,395,103,357,92,434,310,0,182,594
5261,1420,231,134,339,114,422,328,459,135,194
4093,1299,468,168,222,71,355,386,446,224,424
4213,1163,441,164,194,96,863,284,437,71,204
4111,1405,458,180,307,141,436,392,1098,300,257
4639,1339,413,129,345,65,501,265,434,193,206
3524,1551,378,171,230,62,454,305,475,188,346
3662,1262,279,196,206,76,611,372,100,130,0
3614,1148,471,178,210,172,634,312,674,298,258
4415,1549,275,111,266,113,549,232,302,253,265
4450,1313,479,183,245,74,475,210,374,219,698
4226,1142,437,160,251,128,317,407,453,505,243
4592,1578,498,164,343,45,488,350,285,208,209
3411,1485,413,225,315,96,551,439,250,263,298
4834,1670,425,157,237,1,50,415,418,174,658
4762,1232,391,169,250,133,593,0,244,202,325
4368,1204,404,153,326,57,620,401,385,241,109
4891,1083,364,143,290,139,549,335,248,95,493
1752,1187,394,161,213,131,404,289,354,104,690
3738,1223,358,137,301,201,436,565,88,338,365
3632,1437,402,154,269,64,547,535,531,135,181
4361,1114,399,141,213,152,615,365,330,315,292
4936,1167,399,88,132,44,452,215,260,173,150
4379,1639,395,135,330,62,796,252,29,118,21
4685,714,369,179,330,105,432,471,581,290,196
4348,1396,428,166,352,89,467,381,495,246,336
4142,1042,416,143,159,60,630,338,684,254,538
3506,1139,414,153,279,171,497,269,198,111,326
3577,1585,353,126,498,49,774,507,192,234,19
4625,1314,434,129,242,48,362,257,362,0,230
4390,1831,362,150,133,110,96,486,1199,230,250
2189,1425,374,144,199,98,647,417,517,133,143
3791,1134,405,127,242,56,656,364,1022,473,351
2987,1412,458,148,280,165,556,222,250,270,418
3465,1526,340,117,306,103,572,460,344,25,292
4956,1404,351,197,369,180,367,497,345,281,634
3360,1257,302,177,241,100,404,0,459,380,293
4095,1406,425,85,494,53,445,425,517,196,485
4504,663,383,101,276,133,337,310,398,226,264
3373,1634,290,139,47,108,303,451,236,107,282
4092,1141,417,134,166,93,626,205,291,135,232
3001,1218,562,238,159,100,399,399,494,131,345
2439,1499,400,146,422,73,447,0,608,204,388
5434,1424,365,138,13,134,282,183,470,463,314
3166,526,412,110,310,80,438,194,333,149,320
4529,1278,421,177,553,83,394,6,307,221,233
3914,1581,383,181,286,106,400,212,355,275,126
4386,1305,405,155,620,40,646,212,624,214,487
4221,1586,333,115,229,117,335,282,314,282,402
3633,2032,336,159,292,99,407,287,270,68,240
5906,1114,317,169,259,116,500,185,334,81,359
3071,1241,414,149,326,93,529,166,418,248,373
4302,1432,437,176,439,75,535,215,345,218,315
4149,992,132,155,160,103,355,400,334,206,452
4319,1255,408,159,299,130,651,564,468,209,76
4529,1409,422,312,452,83,483,446,200,115,346
4184,1176,380,135,191,125,590,264,330,72,168
5634,1418,300,103,155,91,426,342,378,270,326
3559,1180,327,145,62,86,535,300,460,282,371
3644,1178,381,133,151,127,462,286,306,149,445
4593,972,254,107,258,110,817,311,209,41,367
4718,1574,580,99,340,59,559,328,473,190,156
3881,1158,363,150,210,94,531,125,768,149,267
4023,1058,301,95,198,65,504,238,377,262,245
3548,1293,430,196,245,116,331,296,460,128,386
3228,1393,562,128,245,73,650,538,382,464,449
5419,1156,385,132,246,105,729,364,336,208,346
4971,1632,456,178,330,116,525,410,1040,298,80
3561,1271,361,163,227,116,431,289,356,242,429
3811,1154,631,183,213,84,474,444,255,171,245
4116,1686,439,85,251,101,627,91,403,228,472
4323,1553,372,141,299,79,463,383,208,201,181
3892,1155,400,154,465,87,652,318,534,86,305
5293,1513,484,189,381,72,542,355,523,246,117
4441,1169,350,125,269,0,402,252,562,197,175
2489,1454,428,140,212,114,600,483,232,40,170
3542,1655,403,154,244,75,223,252,867,92,187
4678,1058,464,173,200,12,433,205,303,158,217
6555,1192,398,117,266,148,524,316,205,266,526
4067,1197,434,174,274,75,376,487,329,152,319
4040,1353,320,132,296,122,503,232,395,256,492
4277,1395,293,230,102,130,560,627,326,259,279
3569,1282,348,144,184,109,439,326,334,186,465
4015,964,378,158,94,34,577,168,344,257,327
4850,1054,382,156,167,102,483,162,197,196,229
4438,1123,455,188,192,59,451,413,237,144,790
3219,1412,380,261,226,132,689,308,315,183,135
4752,1021,401,232,357,87,601,194,0,142,312
3835,1117,407,182,300,125,259,269,234,38,77
3894,1073,368,192,229,99,859,244,947,236,349
3686,1368,399,138,215,114,508,301,324,38,82
2059,1526,453,171,199,108,536,620,257,195,394
4709,1331,415,124,156,86,457,85,371,230,418
2756,1699,430,171,189,124,403,433,357,223,345
4638,1331,417,178,382,0,647,307,491,241,254
4169,1281,642,36,362,17,474,577,429,234,332
3396,1143,347,183,224,133,831,124,373,144,338
3462,1341,525,142,213,0,356,197,238,211,300
4838,1135,450,151,336,108,565,269,372,203,368
5171,1104,459,162,205,92,401,178,117,366,407
3423,1098,465,121,300,75,395,650,698,71,456
4569,1255,452,109,167,97,598,419,162,260,301
4169,1200,335,158,263,108,229,338,97,316,454
3531,1831,343,128,215,140,373,0,330,132,333
4108,701,435,34,284,94,569,172,381,363,0
3487,1339,429,173,347,100,610,3,416,214,372
4550,1190,554,196,205,139,79,323,243,7,296
2749,1913,296,176,170,115,639,243,498,209,166
5698,1115,334,114,228,58,572,255,523,49,404
4181,1205,394,155,350,99,417,188,359,220,392
4881,1500,437,141,260,125,573,226,488,113,521
4000,1340,387,124,244,106,525,153,155,236,11
3409,1045,400,153,337,106,471,328,461,0,100
4225,1305,235,56,289,38,816,305,457,170,334
5043,1436,374,143,424,45,437,690,633,176,173
3493,1402,359,180,168,79,577,264,523,206,300
3819,1432,505,189,249,72,443,241,351,196,205
4208,1737,478,140,146,53,248,270,525,221,356
3973,1354,454,145,168,156,434,257,434,101,368
3509,1459,421,82,349,123,476,315,211,203,0
4561,815,350,165,182,127,397,483,360,134,61
5160,1673,444,160,367,120,384,281,569,224,250
4098,1313,456,129,167,111,622,241,546,332,432
3548,1126,383,146,243,77,596,275,265,209,234
3226,1261,347,105,160,124,643,251,574,318,188
4129,1433,421,103,299,89,547,250,394,220,76
4552,1507,453,115,265,125,713,242,0,152,358
4238,1281,368,142,344,113,419,369,177,218,138
3999,1420,426,168,313,100,534,367,551,47,214
3705,1247,355,127,259,78,278,390,468,219,413
3454,1398,343,146,259,98,210,411,285,296,0
4417,1341,410,157,155,83,58,264,454,308,394
4457,1360,525,196,279,48,481,143,617,282,320
3227,1238,422,152,243,67,357,497,177,133,234
4795,1381,319,153,299,109,419,74,582,190,433
4287,1135,357,216,306,22,685,266,552,121,259
6295,1339,277,205,202,171,568,157,83,201,214
3329,1173,435,173,196,85,387,340,579,424,319
3317,1101,421,117,256,126,500,204,423,156,352
2577,1159,378,195,459,35,351,413,555,188,294
4251,1258,401,172,140,132,291,323,147,202,125
4898,1194,389,157,175,132,610,451,307,190,544
4353,1379,517,170,540,113,485,310,294,286,309
3879,1795,416,184,284,88,767,416,672,153,268
3487,1503,473,127,248,254,416,191,414,225,423
4615,1283,396,138,344,0,580,399,71,171,203
3518,1336,316,149,245,133,301,286,318,321,293
4814,1673,305,113,303,87,485,324,325,219,655
3858,1212,473,172,247,75,478,393,302,211,386
4795,1243,414,142,255,0,420,339,355,254,408
4339,1541,377,138,486,45,495,221,742,462,66
3932,1109,399,131,198,104,561,251,383,277,367
3740,1563,395,242,291,102,665,194,159,266,346
3830,1253,403,155,290,77,531,372,878,295,194
2887,1133,457,180,336,169,496,265,533,458,152
4039,1481,427,90,245,96,524,40,503,355,336
3703,1250,185,116,105,86,551,320,289,264,196
3917,1665,313,164,223,70,502,276,568,243,228
4039,1316,350,187,216,44,639,417,485,193,221
2936,1315,438,143,313,137,466,379,515,88,308
4229,1183,633,145,342,111,350,372,467,206,328
3510,1271,356,138,156,113,469,258,545,136,0
3423,1245,349,82,0,123,515,371,415,167,307
3156,1566,378,159,263,93,531,350,455,210,403
3103,1358,489,287,559,81,595,178,341,302,42
3322,1441,407,147,351,40,638,275,338,191,312
3645,1320,362,188,259,83,385,283,652,127,358
4977,1218,382,168,337,81,495,450,320,92,131
3737,1374,374,185,115,68,680,258,353,120,122
4089,1618,435,132,160,107,370,348,345,361,243
4200,1090,498,197,249,94,425,430,1039,158,218
4066,1384,407,133,328,113,535,208,180,66,161
5718,1599,620,135,226,66,293,328,280,223,228
3402,1137,333,228,228,54,344,503,367,155,450
4725,1484,517,135,67,120,566,143,411,199,325
4904,1485,333,207,233,125,566,239,216,266,233
3159,1041,461,166,355,75,561,559,460,293,274
3488,1522,417,67,257,89,530,336,304,193,307
3860,1181,337,93,434,108,409,316,850,226,162
3518,1372,442,260,65,117,492,355,558,299,357
4253,1505,399,119,222,47,605,426,428,142,372
2182,1540,354,149,257,130,341,305,484,105,372
3870,993,401,129,332,60,212,293,234,237,275
4595,1658,318,157,484,58,356,359,166,123,693
4106,1111,376,196,39,88,582,499,532,167,327
4513,1510,352,121,214,87,434,360,627,200,577
4553,1372,391,128,76,101,452,404,606,215,387
4920,1213,313,154,289,105,661,143,244,178,289
3592,462,310,197,166,151,824,282,308,60,224
2180,1737,358,137,254,73,538,179,97,194,298
4431,1429,398,17,140,132,1002,302,271,335,456
4070,1510,351,155,244,56,321,443,379,217,230
3212,1283,423,150,263,63,590,171,458,211,106
3599,1208,435,119,213,72,606,474,992,178,190
3963,1314,358,138,247,42,508,632,543,182,338
3962,1172,470,91,124,50,459,389,536,163,284
6664,1304,385,149,253,137,409,403,937,136,0
3307,1160,492,113,202,127,564,500,503,313,279
4253,1422,284,224,257,54,410,358,404,247,415
4745,1549,344,167,241,168,524,213,559,251,404
5136,1402,461,158,232,103,612,401,589,184,361
3798,1284,348,166,216,146,653,33,438,0,321
4246,2213,457,135,271,96,550,608,837,0,311
4285,542,406,146,375,96,466,242,1041,286,363
4098,1491,372,165,240,89,562,90,359,355,23
5497,1806,362,121,291,162,579,468,584,98,359
4218,1199,396,170,367,142,348,433,151,52,274
2734,1102,434,213,280,98,477,345,431,249,241
4341,1207,398,106,307,90,433,398,484,334,94
4063,1496,474,166,186,122,566,337,393,144,270
3889,1690,341,125,277,44,264,386,327,347,432
5023,839,395,252,276,35,475,426,568,237,43
3663,1217,455,160,383,69,548,155,199,13,406
2398,1065,536,206,0,111,375,392,508,287,235
4996,1199,452,201,413,230,498,413,0,181,380
3584,1030,401,107,336,63,538,241,196,190,308
3725,1122,406,84,322,146,266,277,28,180,265
3926,1427,383,254,164,84,499,222,0,206,224
4420,1789,340,72,182,113,425,331,238,136,462
4104,1374,396,164,297,84,406,339,366,112,370
3354,1198,372,168,0,96,600,706,560,245,342
3734,1532,476,119,137,229,718,223,545,108,481
3696,1385,426,163,310,84,570,437,449,120,68
3961,1391,402,144,339,72,569,242,491,51,280
4213,1320,466,171,411,120,327,355,498,270,323
4209,1551,397,147,225,195,656,77,230,378,346
3112,1412,435,163,185,55,523,129,1100,100,379
5963,1374,614,168,192,111,418,333,310,145,318
4126,1431,386,169,284,116,748,425,172,199,369
4692,948,422,128,235,152,490,299,143,262,353
4222,1338,378,223,148,88,651,390,67,195,313
4551,1287,457,158,289,140,550,0,263,323,365
4233,1534,399,169,173,105,547,405,346,144,338
4673,1160,469,152,306,91,539,186,325,200,238
4261,1340,410,117,303,78,692,298,342,203,306
3951,1685,684,173,228,115,486,423,264,68,329
5136,1295,170,158,271,65,392,418,458,191,276
4445,1034,250,177,228,67,488,170,498,223,619
4287,1735,398,130,245,118,392,279,143,87,370
3362,1157,389,140,154,155,404,240,62,144,305
3356,1092,305,158,0,57,450,418,435,336,366
4146,1100,404,151,241,78,791,293,351,144,238
4073,1446,351,141,175,109,227,315,317,209,180
3693,1991,385,158,186,165,495,348,592,177,231
3013,1652,353,193,354,0,565,179,482,153,181
4794,1303,360,50,321,74,473,330,167,110,0
4348,1103,346,185,331,205,675,199,578,227,155
3429,1186,347,218,276,92,562,251,246,325,262
3944,1307,320,152,225,111,576,256,327,169,361
3598,1296,419,157,275,59,351,348,376,292,402
5261,1024,401,137,332,179,497,221,155,0,287
3793,1036,435,158,375,37,271,253,347,286,227
3761,1077,380,197,0,123,435,332,219,166,396
3372,1238,367,202,136,141,714,439,350,0,277
3936,854,396,191,273,58,604,658,500,235,469
3720,1211,435,159,115,83,565,413,682,94,373
2535,1195,415,128,271,56,485,88,655,254,181
5026,1535,401,223,267,103,253,444,252,125,344
4544,1394,433,135,240,105,587,214,184,476,210
3812,1103,400,196,384,60,438,239,270,278,329
4009,1198,370,161,27,202,426,494,200,227,192
3414,1403,445,119,291,132,465,317,369,95,234
4848,1048,338,106,337,37,363,225,326,158,444
4949,1402,329,192,245,106,399,239,286,159,195
4078,1231,399,28,220,133,574,520,290,238,199
4512,1373,404,112,223,154,554,301,881,308,0
4088,1324,412,142,115,104,525,266,384,165,270
3332,1077,384,150,274,109,335,367,277,174,385
3794,1173,468,161,378,92,629,472,179,146,159
4066,1589,325,160,202,105,555,175,248,317,237
3773,1774,407,128,232,79,662,360,331,179,0
3891,951,438,150,52,49,581,147,392,508,324
3954,1509,469,268,299,124,448,343,447,228,386
3960,1359,467,118,246,121,555,183,403,139,352
4026,1716,467,164,235,102,332,0,479,241,525
3470,1188,418,118,13,192,447,555,372,293,296
3641,1480,389,138,182,79,256,515,435,166,263
1562,1910,399,184,248,136,490,229,254,272,163
4489,1556,457,89,294,64,282,490,494,221,239
2947,1762,495,213,278,142,425,296,456,111,341
